0	0	1
0	20	0
0	40	0
0	60	0
0	80	0
0	100	0
0	120	0
0	140	0
0	160	0
0	180	0
0	200	0
0	220	0
0	240	0
0	260	0
0	280	0
0	300	0
0	320	0
0	340	0
0	360	0
0	380	0
0	400	0
0	420	0
0	440	0
0	460	0
0	480	0
0	500	0
0	520	0
0	540	0
0	560	0
0	580	0
0	600	0
0	620	0
20	0	2
20	20	0
20	40	0
20	60	0
20	80	0
20	100	0
20	120	0
20	140	0
20	160	0
20	180	0
20	200	0
20	220	0
20	240	0
20	260	0
20	280	0
20	300	0
20	320	0
20	340	0
20	360	0
20	380	0
20	400	0
20	420	0
20	440	0
20	460	0
20	480	0
20	500	0
20	520	0
20	540	0
20	560	0
20	580	0
20	600	0
20	620	0
40	0	3
40	20	0
40	40	0
40	60	0
40	80	0
40	100	0
40	120	1
40	140	0
40	160	0
40	180	0
40	200	0
40	220	0
40	240	0
40	260	0
40	280	0
40	300	0
40	320	0
40	340	0
40	360	0
40	380	0
40	400	0
40	420	0
40	440	0
40	460	0
40	480	0
40	500	0
40	520	0
40	540	0
40	560	0
40	580	0
40	600	0
40	620	0
60	0	0
60	20	0
60	40	0
60	60	0
60	80	0
60	100	0
60	120	1
60	140	0
60	160	0
60	180	0
60	200	0
60	220	0
60	240	0
60	260	0
60	280	0
60	300	0
60	320	0
60	340	0
60	360	0
60	380	0
60	400	0
60	420	0
60	440	0
60	460	0
60	480	0
60	500	0
60	520	0
60	540	0
60	560	0
60	580	0
60	600	0
60	620	0
80	0	1
80	20	0
80	40	0
80	60	0
80	80	0
80	100	0
80	120	1
80	140	0
80	160	0
80	180	0
80	200	0
80	220	0
80	240	0
80	260	0
80	280	0
80	300	0
80	320	0
80	340	0
80	360	0
80	380	0
80	400	0
80	420	0
80	440	0
80	460	0
80	480	0
80	500	0
80	520	0
80	540	0
80	560	0
80	580	0
80	600	0
80	620	0
100	0	0
100	20	0
100	40	0
100	60	0
100	80	0
100	100	1
100	120	1
100	140	1
100	160	0
100	180	0
100	200	0
100	220	0
100	240	0
100	260	0
100	280	0
100	300	0
100	320	0
100	340	0
100	360	0
100	380	0
100	400	0
100	420	0
100	440	0
100	460	0
100	480	0
100	500	0
100	520	0
100	540	0
100	560	0
100	580	0
100	600	0
100	620	0
120	0	0
120	20	0
120	40	0
120	60	0
120	80	0
120	100	1
120	120	1
120	140	1
120	160	0
120	180	0
120	200	0
120	220	0
120	240	0
120	260	0
120	280	0
120	300	0
120	320	0
120	340	0
120	360	0
120	380	0
120	400	0
120	420	0
120	440	0
120	460	0
120	480	0
120	500	0
120	520	0
120	540	0
120	560	0
120	580	0
120	600	0
120	620	0
140	0	0
140	20	0
140	40	0
140	60	0
140	80	0
140	100	0
140	120	1
140	140	0
140	160	0
140	180	0
140	200	0
140	220	0
140	240	0
140	260	0
140	280	0
140	300	0
140	320	0
140	340	0
140	360	0
140	380	0
140	400	0
140	420	0
140	440	0
140	460	0
140	480	0
140	500	0
140	520	0
140	540	0
140	560	0
140	580	0
140	600	0
140	620	0
160	0	0
160	20	0
160	40	0
160	60	0
160	80	0
160	100	0
160	120	1
160	140	0
160	160	0
160	180	0
160	200	0
160	220	0
160	240	1
160	260	0
160	280	0
160	300	0
160	320	0
160	340	0
160	360	0
160	380	0
160	400	0
160	420	0
160	440	0
160	460	0
160	480	0
160	500	0
160	520	0
160	540	0
160	560	0
160	580	0
160	600	0
160	620	0
180	0	0
180	20	0
180	40	0
180	60	0
180	80	0
180	100	0
180	120	1
180	140	0
180	160	0
180	180	0
180	200	0
180	220	0
180	240	0
180	260	0
180	280	0
180	300	0
180	320	0
180	340	0
180	360	0
180	380	0
180	400	0
180	420	0
180	440	0
180	460	0
180	480	0
180	500	0
180	520	0
180	540	0
180	560	0
180	580	0
180	600	0
180	620	0
200	0	0
200	20	0
200	40	0
200	60	0
200	80	0
200	100	0
200	120	0
200	140	0
200	160	0
200	180	0
200	200	0
200	220	0
200	240	0
200	260	0
200	280	0
200	300	0
200	320	0
200	340	0
200	360	0
200	380	0
200	400	1
200	420	0
200	440	0
200	460	0
200	480	0
200	500	0
200	520	0
200	540	0
200	560	0
200	580	0
200	600	0
